"STATION","NAME","DATE","AWND","PGTM","PRCP","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT08","WT09"
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-12-03","6.93"," 2342","0.00",,"61","43","  210","  200","18.1","32.0","    1","    1",,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-12-04","10.51"," 0022","0.36",,"61","39","  300","  210","18.1","28.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-12-05","8.50"," 1052","0.00",,"39","24","  330","  320","18.1","23.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-12-06","6.49"," 1056","0.00",,"38","24","  170","  150","14.1","19.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-12-07","2.91"," 2255","0.02",,"43","35","   80","   90","8.9","13.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-12-08","6.71"," 1327","0.10",,"40","32","  350","  350","13.0","18.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-12-09","6.93"," 1535","0.02",,"33","30","   80","  100","17.0","23.0","    1","    1",,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-12-10","8.50"," 0727","0.01",,"38","29","  290","  260","18.1","23.0","    1","    1",,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-12-11","7.61"," 2253","0.00",,"33","22","  210","  220","15.0","21.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-12-12","7.38"," 1318","0.00",,"42","25","  250","  260","16.1","21.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-12-13","7.61"," 1956","0.00",,"44","27","  200","  200","15.0","21.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-12-14","2.91"," 0026","0.00",,"48","27","  220","  210","10.1","15.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-12-15","8.28"," 1926","0.03",,"42","30","  130","  130","21.0","25.9","    1","    1",,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-12-16","7.61"," 1353","0.03",,"51","42","  280","  100","19.9","40.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-12-17","4.70"," 0335","0.00",,"42","37","  280","  250","10.1","15.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-12-18","6.04"," 1012","0.00",,"40","30","  280","  290","18.1","21.9","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-12-19","3.36"," 1218","0.00",,"39","28","  280","  280","13.0","15.0","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-12-20","14.32"," 1512","0.73",,"46","32","  100","  110","25.1","35.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-12-21","17.22"," 2021","0.04",,"34","27","  320","  330","32.0","44.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-12-22","13.42"," 0349","0.00",,"30","26","  310","  310","32.0","42.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-12-23","6.71"," 1347","0.00",,"32","19","  330","  310","16.1","19.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-12-24","6.49"," 2236","0.05",,"30","18","  350","  350","15.0","18.1","    1","    1",,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-12-25","8.05"," 2244","0.00",,"31","24","  360","   10","15.0","18.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-12-26","13.87"," 1218","0.05",,"29","24","   50","   50","25.1","33.1","    1","    1",,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-12-27","8.72"," 0938","0.00",,"29","13","  340","  350","18.1","23.0","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-12-28","1.79"," 2344","0.00",,"27","8","   50","   50","6.9","8.1","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-12-29","8.50"," 2037","0.04",,"28","21","  320","  300","14.1","18.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-12-30","8.05"," 1422","0.00",,"28","17","  240","  260","17.0","21.9","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-12-31","10.51"," 1902","0.00",,"33","18","  300","  300","21.0","29.1","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-01-01","6.93"," 0118","0.00",,"27","11","  320","  330","15.0","18.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-01-02","7.61"," 1118","0.00",,"24","13","  290","  270","18.1","21.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-01-03","9.62"," 2027","0.00",,"28","16","  290","  290","19.9","23.9","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-01-04","14.32"," 1106","0.00",,"31","23","  250","  250","25.1","32.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-01-05","6.04"," 1509","0.02",,"32","13","  190","  180","15.0","18.1","    1","    1",,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-01-06","9.40"," 1541","0.02",,"34","31","  290","  280","17.0","23.0","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-01-07","9.40"," 1527","0.00",,"34","28","  220","  190","21.0","29.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-01-08","5.14"," 0023","0.00",,"35","23","  180","  210","10.1","15.0","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-01-09","14.54"," 1542","0.00",,"44","28","  270","  290","32.0","40.9","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-01-10","5.37"," 2234","0.05",,"40","20","  120","  120","15.0","21.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-01-11","8.05"," 1826","0.61",,"54","34","  230","  230","16.1","21.9","    1","    1",,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-01-12","6.26"," 1509","0.00",,"59","44","  210","  210","13.0","17.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-01-13","8.72"," 2345","0.58",,"47","29","  280","  280","25.9","31.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-01-14","11.86"," 0337","0.00",,"29","18","  280","  290","28.0","32.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-01-15","1.12"," 1809","0.00",,"29","14","  180","  180","8.1","8.9","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-01-16","8.50"," 1607","0.00",,"37","20","  250","  260","23.0","32.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-01-17","13.42"," 2106","0.00",,"33","16","  310","  320","25.1","31.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-01-18","9.62"," 2010","0.00",,"34","11","  200","  200","23.0","36.0",,,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-01-19","13.42"," 2257","0.00",,"45","33","  250","  250","25.1","38.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-01-20","21.92"," 0423","0.00",,"43","14","  280","  290","38.9","49.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-01-21","11.41"," 1447","0.00",,"15","2","  290","  290","23.0","29.1","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-01-22","11.86"," 1430","0.00",,"8","-3","  280","  270","23.9","31.1","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-01-23","5.82"," 1413","0.00",,"16","0","  220","  210","13.0","17.0","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-01-24","6.93"," 0557","0.00",,"17","6","  330","  340","17.0","21.9","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-01-25","5.14"," 1311","0.02",,"19","11","  180","  150","12.1","15.0","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-01-26","5.37"," 1202","0.00",,"25","11","  290","  290","15.0","18.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-01-27","6.71"," 2336","0.16",,"29","6","  130","  130","15.0","19.9","    1","    1",,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-01-28","8.72"," 1737","0.13",,"53","29","  280","  300","21.0","25.1","    1","    1",,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-01-29","8.05"," 2023","0.96",,"54","3","  180","  190","18.1","31.1","    1","    1","    1",,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-01-30","11.18"," 2347","0.53",,"54","33","  280","  290","33.1","40.0","    1","    1",,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-01-31","19.69"," 0228","0.00",,"40","15","  270","  270","40.0","53.0","    1","    1",,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-02-01","15.21"," 1126","0.00",,"18","8","  280","  290","25.1","30.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-02-02","6.93"," 0120","0.00",,"20","5","  220","  220","16.1","23.0","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-02-03","6.71"," 1910","0.00",,"19","0","  290","  300","25.1","31.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-02-04","2.24"," 0050","0.01",,"20","11","  270","  250","10.1","13.0","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-02-05","5.82"," 2319","0.00",,"26","7","  310","  310","17.0","25.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-02-06","4.70"," 0133","0.00",,"30","6","  330","  340","18.1","23.9","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-02-07","8.28"," 2011","0.00",,"34","24","   90","  100","16.1","21.0","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-02-08","13.65"," 1025","0.18",,"28","20","  340","  350","25.1","36.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-02-09","4.70"," 1716","0.00",,"30","6","  160","  170","10.1","13.0","    1","    1",,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-02-10","8.50"," 2131","0.08",,"38","18","  130","  160","16.1","21.9","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-02-11","17.45"," 1021","0.10",,"44","31","  240","  240","32.0","46.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-02-12","13.87"," 0302","0.00",,"31","27","  270","  310","25.1","32.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-02-13","4.70"," 0137","0.00",,"38","25","  270","  280","16.1","17.0","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-02-14","9.17"," 2142","0.04",,"38","26","  270","  260","25.1","38.9","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-02-15","12.30"," 0035","0.00",,"33","20","  280","  280","25.1","30.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-02-16","4.92"," 1702","0.00",,"24","12","  300","  310","17.0","21.0","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-02-17","6.93"," 1243","0.00",,"21","5","  300","  330","16.1","21.0","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-02-18","10.96"," 1344","0.00",,"44","11","  140","  140","19.9","25.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-02-19","19.46"," 0519","0.13",,"43","17","  250","  230","29.1","40.0","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-02-20","16.78"," 0424","0.00",,"21","15","  280","  280","29.1","36.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-02-21","7.61"," 0046","0.00",,"25","17","   80","  320","16.1","21.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-02-22","10.07"," 1104","0.02",,"33","20","  120","  110","19.9","25.9","    1","    1",,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-02-23","8.72"," 0539","0.00",,"32","24","  230","  220","15.0","21.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-02-24","7.61"," 1508","0.00",,"34","19","  280","  280","17.0","21.0","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-02-25","2.68"," 1836","0.00",,"40","11","  130","  130","8.9","13.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-02-26","13.87"," 1808","0.33",,"35","26","   80","   60","21.9","30.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-02-27","6.71"," 0036","0.05",,"34","33","  100","  110","17.0","25.9","    1","    1",,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-02-28","12.53"," 1344","0.01",,"35","28","  340","  330","21.0","25.9","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-03-01","11.18"," 0627","0.00",,"28","23","  360","  350","18.1","23.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-03-02","8.50"," 1044","0.00",,"25","22","  330","  360","14.1","17.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-03-03","8.72"," 1324","0.00",,"25","15","  300","  280","17.0","21.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-03-04","3.80"," 1448","0.00",,"33","12","  330","  330","8.9","13.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-03-05","9.40"," 2041","0.00",,"34","15","   30","   50","18.1","23.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-03-06","6.71"," 0301","0.00",,"39","25","   30","   30","17.0","23.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-03-07","5.37"," 1035","0.00",,"32","25","  320","  330","13.0","18.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-03-08","2.46"," 0828","0.00",,"43","20","   90","  160","8.1","10.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-03-09","6.49"," 1952","0.00",,"42","24","  130","  130","15.0","18.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-03-10","6.71"," 1221","0.00",,"60","35","  180","  170","19.9","25.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-03-11","11.18"," 2203","0.37",,"54","36","  230","  220","21.9","31.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-03-12","11.41"," 0145","0.01",,"36","29","  250","  240","21.9","30.0","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-03-13","17.00"," 1150","0.01",,"32","22","  290","  300","30.0","36.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-03-14","8.50"," 1044","0.00",,"38","21","  290","  290","18.1","25.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-03-15","8.50"," 0958","0.03",,"37","29","  270","  280","18.1","23.9","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-03-16","8.05"," 0232","0.06",,"31","25","   70","   70","16.1","19.9","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-03-17","9.62"," 0613","0.00",,"29","19","  340","  350","17.0","21.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-03-18","12.08"," 1323","0.03",,"34","20","  110","  110","21.9","31.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-03-19","16.11"," 1639","0.00",,"33","22","  270","  280","25.1","36.0","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-03-20","13.87"," 1632","0.00",,"27","15","  280","  280","23.0","29.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-03-21","13.20"," 2213","0.00",,"29","14","  280","  300","21.0","23.9","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-03-22","10.74"," 1457","0.00",,"36","24","  320","  270","18.1","23.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-03-23","4.70"," 1418","0.00",,"37","23","  330","  320","10.1","15.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-03-24","9.62"," 1758","0.00",,"36","22","   50","   60","21.9","28.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-03-25","14.54"," 1219","0.00",,"40","30","  360","   10","23.0","30.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-03-26","9.62"," 1636","0.00",,"42","31","  320","  330","19.9","23.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-03-27","14.09"," 1356","0.00",,"47","29","  290","  290","25.9","33.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-03-28","9.40"," 2355","0.00",,"50","31","  290","  280","17.0","23.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-03-29","5.14"," 1732","0.00",,"52","29","  270","  280","13.0","16.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-03-30","5.14"," 1714","0.00",,"54","27","  190","  180","15.0","19.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-03-31","10.07"," 2351","0.02",,"56","35","  290","  280","25.1","31.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-04-01","15.21"," 1447","0.00",,"38","25","  280","  290","25.9","38.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-04-02","12.97"," 1116","0.00",,"39","22","  280","  290","23.9","38.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-04-03","7.61"," 0916","0.00",,"40","22","  340","  340","23.9","31.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-04-04","8.05"," 1531","0.00",,"54","28","  210","  200","16.1","21.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-04-05","8.72"," 1334","0.00",,"46","29","  340","  330","17.0","23.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-04-06","11.63"," 1321","0.00",,"48","29","  150","  150","21.0","30.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-04-07","13.20"," 0838","0.00",,"57","33","  270","  280","30.0","38.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-04-08","10.07"," 1927","0.11",,"63","31","  250","  260","29.1","36.9","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-04-09","7.16"," 2357","1.30",,"47","39","   10","  320","17.0","21.9","    1",,"    1",,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-04-10","8.95"," 1105","0.27",,"44","36","  300","  300","33.1","38.9","    1",,"    1",,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-04-11","13.20"," 1156","0.80",,"38","35","   80","   70","23.9","32.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-04-12","7.83"," 1428","0.33",,"41","34","  240","  240","21.9","28.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-04-13","14.09"," 1359","0.00",,"41","35","  270","  250","28.0","35.1","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-04-14","6.71"," 1750","0.00",,"46","31","  110","  120","17.0","21.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-04-15","9.84"," 1147","0.03",,"68","39","  180","  190","23.9","31.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-04-16","8.95"," 1326","0.01",,"61","43","  280","  280","19.9","25.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-04-17","10.51"," 2208","0.68",,"58","38","  120","  130","21.9","29.1","    1",,"    1",,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-04-18","10.96"," 1322","0.63",,"77","45","  250","  250","35.1","45.0","    1","    1","    1",,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-04-19","16.55"," 1447","0.42",,"58","32","  240","  240","35.1","44.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-04-20","14.09"," 0631","0.00",,"37","27","  300","  290","28.0","35.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-04-21","5.82"," 1250","0.00",,"46","23","  120","  150","15.0","21.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-04-22","6.49"," 1605","0.00",,"59","33","  140","  120","14.1","19.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-04-23","8.05"," 1626","0.55",,"69","42","  190","  190","21.9","32.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-04-24","11.63"," 0203","0.23",,"54","34","   10","   20","19.9","25.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-04-25","9.62"," 1504","0.05",,"50","34","  280","  300","23.9","31.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-04-26","5.82"," 1714","0.00",,"58","29","  150","  150","16.1","21.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-04-27","6.26"," 1414","0.00",,"68","37","  150","  170","16.1","19.9","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-04-28","5.82"," 1014","0.16",,"56","46","  150","  150","14.1","19.9","    1","    1",,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-04-29","4.92"," 2049","0.01",,"67","52","  150","  140","10.1","14.1","    1","    1",,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-04-30","9.62"," 1154","0.32",,"70","54","  140","  140","31.1","38.0","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-05-01","7.61"," 1504","0.00",,"80","48","  160","  140","15.0","21.0","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-05-02","8.50"," 1434","0.00",,"77","54","  120","  180","18.1","25.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-05-03","8.95"," 1759","0.00",,"75","56","  100","  100","18.1","23.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2013-05-04","9.62"," 1602","0.00",,"68","54","  110","  110","18.1","23.9",,,,,,,
