"STATION","NAME","DATE","AWND","PGTM","PRCP","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT08","WT09"
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-01-01","17.90"," 1434","0.01",,"45","30","  280","  280","38.0","51.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-01-02","17.67"," 1909","0.00",,"30","19","  330","  330","28.0","36.9","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-01-03","11.86"," 0133","0.00",,"21","16","  310","  320","23.9","33.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-01-04","9.40"," 1605","0.00",,"35","19","  270","  270","18.1","23.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-01-05","7.38"," 0304","0.00",,"40","25","  300","  290","16.1","19.9","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-01-06","8.95"," 0411","0.00",,"54","37","  240","  240","16.1","21.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-01-07","11.63"," 1502","0.00",,"43","32","  290","  290","21.9","25.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-01-08","4.70"," 0301","0.00",,"37","25","  290","  290","13.0","17.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-01-09","8.28"," 2340","0.00",,"41","21","  270","  280","18.1","23.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-01-10","5.82"," 0006","0.00",,"46","27","  270","  270","17.0","23.9","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-01-11","5.82"," 0920","0.00",,"46","26","   90","   60","12.1","23.0","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-01-12","6.93"," 2247","0.12",,"38","25","  250","  210","21.0","25.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-01-13","12.08"," 1428","0.01",,"27","20","  300","  300","25.1","32.0","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-01-14","4.92"," 0204","0.00",,"22","15","   10","  290","10.1","13.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-01-15","7.61"," 2118","0.00",,"26","13","  170","  160","15.0","21.0",,,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-01-16","8.95"," 0953","0.01",,"42","21","  200","  240","15.0","21.9","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-01-17","9.62"," 2226","0.40",,"50","23","  300","  310","29.1","36.9","    1","    1",,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-01-18","9.17"," 0033","0.00",,"24","18","  300","  290","25.1","32.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-01-19","15.66"," 1151","0.01",,"27","5","  280","  270","31.1","40.0","    1","    1",,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-01-20","2.91"," 0017","0.10",,"15","1","  280","  280","8.9","12.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-01-21","4.70"," 0449","0.00",,"25","8","  360","  360","12.1","14.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-01-22","9.62"," 1423","0.00",,"35","13","  140","  140","17.0","21.9","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-01-23","14.32"," 1602","0.30",,"49","31","  250","  230","29.1","40.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-01-24","15.88"," 0251","0.00",,"32","28","  280","  240","25.9","31.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-01-25","4.92"," 2316","0.00",,"30","27","  130","  130","8.1","10.1","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-01-26","6.04"," 1218","0.20",,"35","27","  130","  120","14.1","17.0","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-01-27","9.40"," 0920","0.07",,"37","30","  300","  300","23.9","31.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-01-28","14.09"," 1544","0.02",,"34","26","  280","  280","38.0","47.0","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-01-29","9.62"," 2114","0.06",,"29","22","  280","  280","23.0","30.0","    1","    1",,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-01-30","6.26"," 1419","0.00",,"38","10","  140","  160","21.0","28.0","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-01-31","11.41"," 1602","0.00",,"54","37","  220","  230","19.9","28.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-02-01","9.17"," 0438","0.00",,"50","36","  280","  280","25.9","30.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-02-02","3.36"," 1004","0.00",,"36","25","  300","   80","13.0","21.9","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-02-03","3.80"," 2158","0.00",,"38","25","  310","   40","12.1","15.0","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-02-04","0.89"," 1348","0.00",,"43","25","   70","   20","8.1","8.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-02-05","3.13"," 1309","0.00",,"42","21","  280","   80","10.1","16.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-02-06","11.41"," 1611","0.00",,"49","26","  300","  240","19.9","25.9",,,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-02-07","7.83"," 0040","0.00",,"34","21","   20","  290","17.0","23.0","    1","    1",,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-02-08","6.71"," 2225","0.00",,"34","20","  280","  280","18.1","23.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-02-09","9.40"," 1345","0.00",,"39","21","  260","  250","17.0","21.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-02-10","9.17"," 2149","0.04",,"31","15","  360","  350","21.9","29.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-02-11","16.11"," 2309","0.00",,"18","8","  280","  290","25.1","31.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-02-12","17.00"," 1456","0.00",,"28","15","  270","  280","23.9","30.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-02-13","11.41"," 1043","0.00",,"35","23","  280","  270","21.0","25.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-02-14","6.26"," 0334","0.00",,"32","27","  200","  190","12.1","15.0","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-02-15","7.38"," 1049","0.09",,"38","31","  180","  210","14.1","18.1","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-02-16","7.61"," 1805","0.23",,"40","30","  280","  270","19.9","23.9","    1","    1",,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-02-17","8.72"," 1113","0.00",,"41","30","  280","  280","23.0","28.0","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-02-18","12.08"," 0942","0.00",,"38","24","  300","  290","23.9","32.0",,,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-02-19","4.92"," 1729","0.00",,"31","19","   10","  360","13.0","16.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-02-20","4.70"," 1628","0.00",,"37","16","  150","  150","12.1","15.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-02-21","10.51"," 2045","0.09",,"40","27","  270","  250","25.1","36.0","    1","    1",,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-02-22","8.05"," 1327","0.00",,"39","30","  230","  250","16.1","21.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-02-23","4.70"," 2143","0.00",,"40","28","  290","   60","14.1","16.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-02-24","12.97"," 1703","0.24",,"34","29","  300","  310","28.0","33.1","    1","    1",,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-02-25","14.99"," 1322","0.00",,"32","26","  300","  290","25.9","32.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-02-26","8.50"," 1732","0.00",,"34","17","  160","  150","19.9","25.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-02-27","14.54"," 1629","0.00",,"41","28","  280","  290","35.1","40.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-02-29","11.86"," 0915","0.52",,"41","32","  120","  100","21.9","30.0","    1","    1",,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-03-01","9.62"," 0154","0.02",,"42","33","  260","  250","21.0","29.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-03-02","10.96"," 2337","0.28",,"49","34","  240","  250","36.0","51.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-03-03","21.25"," 0323","0.00",,"38","28","  250","  270","38.9","52.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-03-04","8.28"," 0026","0.00",,"32","22","  300","  310","17.0","21.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-03-05","7.83"," 1308","0.00",,"30","18","  280","  270","17.0","23.9","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-03-06","11.86"," 1023","0.00",,"55","25","  170","  170","23.0","31.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-03-07","16.55"," 1310","0.00",,"65","47","  220","  220","25.9","38.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-03-08","14.99"," 0039","0.14",,"61","30","  270","  210","29.1","38.9","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-03-09","16.11"," 1229","0.00",,"37","22","  290","  290","32.0","38.9",,,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-03-10","9.84"," 1640","0.00",,"46","18","  200","  130","21.9","36.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-03-11","7.83"," 1703","0.00",,"66","37","  220","  200","16.1","21.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-03-12","8.28"," 2153","0.53",,"60","43","  290","  290","21.9","28.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-03-13","11.18"," 1445","0.00",,"63","42","  270","  270","28.0","33.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-03-14","5.82"," 1652","0.00",,"74","34","  180","  160","15.0","21.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-03-15","5.82"," 1511","0.00",,"75","54","  140","  170","16.1","21.9",,,"    1",,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-03-16","2.91"," 1720","0.01",,"72","49","  130","  130","10.1","15.0","    1","    1",,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-03-17","5.82"," 1347","0.01",,"76","51","  190","  190","15.0","21.0","    1","    1",,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-03-18","4.03"," 1331","0.00",,"74","49","  190","  220","13.0","18.1","    1","    1",,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-03-19","5.82"," 0957","0.01",,"75","51","  120","   60","14.1","18.1","    1","    1",,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-03-20","4.70"," 1530","0.00",,"81","54","  170","  200","14.1","21.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-03-21","4.70"," 1651","0.00",,"83","53","  140","  250","14.1","25.9","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-03-22","3.80"," 1509","0.02",,"84","53","   70","   70","16.1","19.9","    1",,"    1",,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-03-23","6.49"," 1112","0.05",,"71","55","  110","  130","13.0","21.0","    1",,"    1",,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-03-24","5.37"," 0845","0.00",,"57","50","  110","  100","13.0","17.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-03-25","11.18"," 2055","0.01",,"70","45","  300","  340","23.0","29.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-03-26","11.86"," 0051","0.00",,"45","27","  360","  340","21.0","29.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-03-27","10.51"," 1659","0.00",,"53","26","  150","  190","19.9","25.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-03-28","17.00"," 1349","0.00",,"65","40","  280","  280","33.1","40.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-03-29","8.28"," 0016","0.00",,"42","31","  320","  320","16.1","21.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-03-30","10.29"," 1309","0.58",,"38","29","  110","  110","21.9","32.0","    1",,"    1",,"    1",,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-03-31","4.47"," 0831","0.00",,"42","33","  360","   10","12.1","15.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-04-01","6.93"," 2108","0.00",,"53","36","   60","   70","17.0","21.0","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-04-02","4.92"," 1709","0.00",,"55","31","  120","   40","13.0","18.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-04-03","3.80"," 1316","0.02",,"61","36","  130","  330","18.1","66.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-04-04","9.17"," 1139","0.00",,"57","36","  360","  310","23.0","30.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-04-05","10.51"," 1418","0.00",,"46","30","   50","   10","18.1","23.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-04-06","4.92"," 1323","0.00",,"57","30","   30","  350","13.0","17.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-04-07","2.68"," 1236","0.00",,"63","30","  280","  270","15.0","19.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-04-08","15.66"," 1535","0.00",,"60","45","  280","  270","36.0","52.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-04-09","13.65"," 1607","0.00",,"61","37","  280","  310","32.0","38.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-04-10","14.99"," 1819","0.01",,"45","34","  290","  300","23.0","30.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-04-11","8.95"," 1317","0.00",,"52","33","  340","  330","19.9","23.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-04-12","2.91"," 1653","0.00",,"56","27","  280","  280","14.1","16.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-04-13","4.03"," 1237","0.00",,"62","31","  250","  160","13.0","17.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-04-14","8.05"," 1817","0.13",,"64","43","  220","  200","18.1","23.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-04-15","8.05"," 2008","1.05",,"74","55","  210","  210","15.0","19.9","    1",,"    1",,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-04-16","19.01"," 1606","0.02",,"71","43","  270","  210","36.0","51.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-04-17","7.16"," 0039","0.00",,"55","35","  280","  270","18.1","23.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-04-18","6.71"," 1425","0.00",,"60","32","  190","  190","16.1","21.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-04-19","7.16"," 1420","0.00",,"69","47","  290","  280","18.1","21.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-04-20","10.96"," 2316","0.27",,"73","36","  350","  360","21.0","28.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-04-21","11.63"," 0021","0.00",,"51","35","   10","  350","19.9","25.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-04-22","13.42"," 1208","0.00",,"50","32","   20","   20","29.1","36.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-04-23","15.66"," 1124","0.00",,"55","36","  330","  360","31.1","44.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-04-24","18.34"," 1512","0.00",,"59","38","  290","  320","36.0","42.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-04-25","5.82"," 1533","0.00",,"64","35","  200","  190","15.0","19.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-04-26","11.18"," 1820","0.03",,"54","36","  330","  320","25.1","31.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-04-27","8.05"," 0212","0.00",,"53","30","  340","  340","18.1","23.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-04-28","6.71"," 1658","0.00",,"46","32","   80","   50","14.1","21.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-04-29","4.25"," 0949","0.00",,"61","25","   70","  350","15.0","21.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-04-30","6.49"," 0916","0.59",,"51","41","  130","  150","17.0","21.9","    1","    1","    1",,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-05-01","4.92"," 2325","0.01",,"58","49","  130","  130","14.1","18.1","    1","    1",,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-05-02","7.61"," 1640","0.00",,"83","50","  270","  270","23.0","31.1","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-05-03","9.62"," 1849","0.63",,"87","57","  330","  320","35.1","47.0","    1",,"    1",,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-05-04","6.04"," 2218","0.30",,"75","54","   40","   40","17.0","19.9","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-05-05","7.16"," 1854","0.00",,"69","52","   30","   30","13.0","16.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-05-06","5.82"," 1341","0.03",,"67","47","  130","  140","14.1","18.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-05-07","3.80"," 0717","0.77",,"60","48","  130","  130","10.1","14.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-05-08","8.50"," 1655","0.00",,"71","53","  270","  290","21.0","25.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-05-09","6.71"," 1346","0.10",,"63","46","  330","  330","19.9","23.9","    1",,"    1",,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-05-10","7.83"," 1414","0.00",,"62","40","   10","   30","19.9","25.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-05-11","6.26"," 1633","0.00",,"73","45","  260","  250","14.1","21.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-05-12","4.70"," 0917","0.15",,"66","54","  270","  270","14.1","17.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-05-13","3.80"," 1034","0.11",,"70","48","   80","   70","12.1","16.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-05-14","2.24"," 1517","0.00",,"75","46","  270","  280","12.1","16.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-05-15","6.49"," 2259","0.00",,"80","47","  290","  290","35.1","53.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-05-16","9.84"," 1201","0.02",,"63","46","  340","  360","23.0","30.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-05-17","3.36"," 1321","0.00",,"67","38","  360","   20","13.0","19.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-05-18","4.25"," 1520","0.00",,"76","44","  140","  140","13.0","15.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-05-19","3.58"," 1459","0.00",,"84","48","  140","  150","15.0","18.1",,,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-05-20","5.59"," 1223","0.00",,"86","53","  120","  130","15.0","21.0","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-05-21","8.05"," 1530","0.08",,"76","56","  310","  310","21.0","25.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-05-22","6.71"," 0656","0.00",,"71","50","  350","  350","15.0","18.1",,,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-05-23","3.36"," 1742","0.00",,"77","46","  170","  120","13.0","16.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-05-24","8.28"," 1446","0.00",,"84","55","  130","  130","21.0","30.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-05-25","10.74"," 1131","0.00",,"85","66","  280","  280","23.9","30.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-05-26","4.70"," 0735","0.06",,"73","61","  330","  320","15.0","17.0",,,"    1",,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-05-27","8.05"," 1555","0.00",,"82","59","   30","   30","23.9","32.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-05-28","7.61"," 1446","0.00",,"93","63","  240","  240","19.9","30.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-05-29","11.41"," 1812","0.00",,"83","63","  280","  280","25.9","35.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-05-30","8.05"," 1054","0.00",,"72","53","  270","  250","17.0","23.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-05-31","8.28"," 2039","0.09",,"62","48","   40","   20","15.0","23.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-06-01","11.86"," 1942","0.44",,"58","48","  270","  280","23.0","28.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-06-02","14.09"," 1742","0.02",,"72","47","  290","  300","36.9","44.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2012-06-03","12.97"," 1536","0.00",,"79","55","  280","  280","31.1","38.9",,,,,,,
